,Role_Curator,Personal_Values_Cont_Conservation,Self_Esteem_Cont_SELevelIntelligence,Temperament_Centric
541,0.292496785,0.296322197,0.740467285,0.125
542,0.10318042,0.311356613,0.8138158879999999,0.5
543,0.212215767,0.300271287,0.77608551,0.25
544,0.4180171379999999,0.291647835,0.74286248,0.25
545,0.207980116,0.305921872,0.815998797,0.25
546,0.25466533,0.3023664669999999,0.7895841159999999,0.125
547,0.4180171379999999,0.291647835,0.74286248,0.25
548,0.238402177,0.300075579,0.674845567,0.25
549,0.241955538,0.303949668,0.80562394,0.625
550,0.241955538,0.303949668,0.80562394,0.625
551,0.187677289,0.30050695,0.8096126159999999,0.125
552,0.4180171379999999,0.291647835,0.74286248,0.25
553,0.4180171379999999,0.291647835,0.74286248,0.25
554,0.257090888,0.302885367,0.8466568990000001,1.0
555,0.4180171379999999,0.291647835,0.74286248,0.25
556,0.1803144019999999,0.299871579,0.7979113259999999,0.0
557,0.4180171379999999,0.291647835,0.74286248,0.25
558,0.258290836,0.300139013,0.766905252,0.625
559,0.241955538,0.303949668,0.80562394,0.625
560,0.251659872,0.3057029739999999,0.783843838,1.0
561,0.0,0.291878963,0.799656589,0.0
562,0.241955538,0.303949668,0.80562394,0.625
563,0.189153368,0.303072605,0.757248294,0.25
564,0.161282421,0.309109034,0.7617860129999999,0.625
565,0.4180171379999999,0.291647835,0.74286248,0.25
566,0.124252153,0.302257438,0.72579428,0.125
567,0.2686275369999999,0.295348207,0.778313897,0.5
568,0.4180171379999999,0.291647835,0.74286248,0.25
569,0.061887484,0.305248576,0.64240522,0.0
570,0.371390183,0.298643557,0.7939017209999999,0.125
571,0.4180171379999999,0.291647835,0.74286248,0.25
572,0.096745484,0.303784721,0.8129024,0.5
573,0.4426440239999999,0.28824428,0.661728269,0.625
574,0.1688458,0.301119786,0.4754456179999999,0.25
575,0.164353521,0.2986284389999999,0.692063688,0.25
576,0.189330836,0.308224078,0.7940195809999999,0.0
577,0.005269637,0.290746256,0.76689779,0.125
578,0.1414687859999999,0.296613182,0.823448495,0.25
579,0.273004824,0.296817025,0.795774733,0.25
580,0.165244543,0.29977014,0.7787713540000001,0.25
581,0.241955538,0.303949668,0.80562394,0.625
582,0.295170028,0.305389674,0.7957837809999999,0.625
583,0.4180171379999999,0.291647835,0.74286248,0.25
584,0.4180171379999999,0.291647835,0.74286248,0.25
585,0.170276361,0.297165484,0.7730285729999999,0.0
586,0.125554206,0.305059633,0.5578188479999999,0.25
587,0.4180171379999999,0.291647835,0.74286248,0.25
588,0.317673035,0.3004860589999999,0.804490762,0.125
589,0.4180171379999999,0.291647835,0.74286248,0.25
590,0.4180171379999999,0.291647835,0.74286248,0.25
591,0.4180171379999999,0.291647835,0.74286248,0.25
592,0.378806408,0.298920558,0.741817471,0.25
593,0.4180171379999999,0.291647835,0.74286248,0.25
594,0.126625736,0.298879895,0.747112991,0.25
595,0.1182371919999999,0.29487653,0.772589505,0.125
596,0.4180171379999999,0.291647835,0.74286248,0.25
597,0.122968478,0.299273074,0.744681969,1.0
598,0.297956918,0.304216892,0.786348281,0.625
599,0.068135249,0.299697176,0.764002015,0.125
600,0.0889236519999999,0.30187085,0.782551213,0.125
601,0.0467030109999999,0.303635795,0.77203225,0.25
602,0.242064862,0.292641216,0.7714974859999999,0.125
603,0.111065508,0.304332626,0.803629886,0.25
604,0.441087097,0.300067028,0.8312449909999999,0.5
605,0.28054326,0.305790919,0.6939053909999999,1.0
606,0.4180171379999999,0.291647835,0.74286248,0.25
607,0.234742964,0.302352066,0.8546102040000001,1.0
608,0.4180171379999999,0.291647835,0.74286248,0.25
609,0.184593626,0.303517065,0.836874083,0.625
610,0.171451631,0.30393063,0.804245457,0.25
611,0.155817762,0.303563698,0.801487411,0.125
612,0.155022955,0.300608284,0.809454424,0.25
613,0.185791011,0.313157205,0.838288824,0.625
614,0.167441424,0.304075148,0.746618627,0.0
615,0.134285951,0.310483076,0.790433726,0.25
616,0.241955538,0.303949668,0.80562394,0.625
617,0.148486917,0.297819003,0.751664841,0.625
618,0.241955538,0.303949668,0.80562394,0.625
619,0.4180171379999999,0.291647835,0.74286248,0.25
620,0.4180171379999999,0.291647835,0.74286248,0.25
621,0.076011583,0.29990326,0.781900095,0.25
622,0.102680478,0.303162816,0.780932264,0.125
623,0.127681225,0.303911471,0.832130597,0.5
624,0.267909186,0.306859504,0.785604058,0.125
625,0.122276555,0.299396258,0.7496847240000001,0.125
626,0.171555953,0.285893948,0.762268411,0.125
627,0.241955538,0.303949668,0.80562394,0.625
628,0.4180171379999999,0.291647835,0.74286248,0.25
629,0.229152133,0.29672179,0.722011946,0.125
630,0.241955538,0.303949668,0.80562394,0.625
